Parameter Code,POC,Parameter Name,Duration Description,Date (Local),Year,Day In Year (Local),Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,Nonreg First Maximum Value,First Maximum Value,First Maximum Hour,AQI,Daily Criteria Indicator,Data Source
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-02,2025,61,Micrograms/cubic meter (LC),1,100.0,5.8,,5.8,0,32,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-02,2025,61,Micrograms/cubic meter (25 C),24,100.0,19.620833,,48.5,19,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-02,2025,61,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-03,2025,62,Micrograms/cubic meter (LC),24,100.0,5.758333,,13.3,8,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-03,2025,62,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-03,2025,62,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-03,2025,62,Micrograms/cubic meter (25 C),24,100.0,31.479167,,91.0,8,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-03,2025,62,Micrograms/cubic meter (25 C),1,100.0,31.0,,31.0,23,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-04,2025,63,Micrograms/cubic meter (LC),24,100.0,2.9125,,8.9,3,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-04,2025,63,Micrograms/cubic meter (LC),1,100.0,2.9,,2.9,0,16,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-04,2025,63,Micrograms/cubic meter (LC),1,100.0,2.9,,2.9,0,16,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-04,2025,63,Micrograms/cubic meter (25 C),1,100.0,9.0,,9.0,23,8,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-04,2025,63,Micrograms/cubic meter (25 C),24,100.0,9.425,,17.9,3,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-05,2025,64,Micrograms/cubic meter (LC),24,100.0,4.483333,,6.3,14,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-05,2025,64,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-05,2025,64,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-05,2025,64,Micrograms/cubic meter (25 C),1,100.0,14.0,,14.0,23,13,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-05,2025,64,Micrograms/cubic meter (25 C),24,100.0,14.058333,,24.4,15,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-06,2025,65,Micrograms/cubic meter (LC),24,100.0,6.295833,,8.5,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-06,2025,65,Micrograms/cubic meter (LC),1,100.0,6.2,,6.2,0,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-06,2025,65,Micrograms/cubic meter (LC),1,100.0,6.2,,6.2,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-06,2025,65,Micrograms/cubic meter (25 C),24,100.0,15.55,,26.3,18,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-06,2025,65,Micrograms/cubic meter (25 C),1,100.0,15.0,,15.0,23,14,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-07,2025,66,Micrograms/cubic meter (LC),24,100.0,5.683333,,10.6,23,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-07,2025,66,Micrograms/cubic meter (LC),1,100.0,5.6,,5.6,0,31,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-07,2025,66,Micrograms/cubic meter (LC),1,100.0,5.6,,5.6,0,31,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-07,2025,66,Micrograms/cubic meter (25 C),1,100.0,11.0,,11.0,23,10,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-07,2025,66,Micrograms/cubic meter (25 C),24,100.0,11.833333,,19.4,14,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-08,2025,67,Micrograms/cubic meter (LC),24,100.0,6.170833,,10.8,0,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-08,2025,67,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-08,2025,67,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-08,2025,67,Micrograms/cubic meter (25 C),1,100.0,14.0,,14.0,23,13,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-08,2025,67,Micrograms/cubic meter (25 C),24,100.0,14.825,,26.1,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-09,2025,68,Micrograms/cubic meter (LC),24,100.0,4.429167,,8.6,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-09,2025,68,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-09,2025,68,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-09,2025,68,Micrograms/cubic meter (25 C),1,100.0,15.0,,15.0,23,14,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-09,2025,68,Micrograms/cubic meter (25 C),24,100.0,15.633333,,26.8,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-10,2025,69,Micrograms/cubic meter (LC),22,92.0,3.268182,,4.5,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-10,2025,69,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-10,2025,69,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-10,2025,69,Micrograms/cubic meter (25 C),22,92.0,20.836364,,58.8,7,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-10,2025,69,Micrograms/cubic meter (25 C),1,100.0,20.0,,20.0,23,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-11,2025,70,Micrograms/cubic meter (LC),24,100.0,5.170833,,9.1,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-11,2025,70,Micrograms/cubic meter (LC),1,100.0,5.1,,5.1,0,28,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-11,2025,70,Micrograms/cubic meter (LC),1,100.0,5.1,,5.1,0,28,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-11,2025,70,Micrograms/cubic meter (25 C),24,100.0,24.629167,,46.1,11,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-11,2025,70,Micrograms/cubic meter (25 C),1,100.0,24.0,,24.0,23,22,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-12,2025,71,Micrograms/cubic meter (LC),24,100.0,5.391667,,10.6,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-12,2025,71,Micrograms/cubic meter (LC),1,100.0,5.3,,5.3,0,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-12,2025,71,Micrograms/cubic meter (LC),1,100.0,5.3,,5.3,0,29,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-12,2025,71,Micrograms/cubic meter (25 C),24,100.0,23.704167,,55.9,6,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-12,2025,71,Micrograms/cubic meter (25 C),1,100.0,23.0,,23.0,23,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-13,2025,72,Micrograms/cubic meter (LC),24,100.0,3.891667,,7.3,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-13,2025,72,Micrograms/cubic meter (LC),1,100.0,3.8,,3.8,0,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-13,2025,72,Micrograms/cubic meter (LC),1,100.0,3.8,,3.8,0,21,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-13,2025,72,Micrograms/cubic meter (25 C),24,100.0,20.1375,,43.0,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-13,2025,72,Micrograms/cubic meter (25 C),1,100.0,20.0,,20.0,23,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-14,2025,73,Micrograms/cubic meter (LC),24,100.0,2.7,,5.8,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-14,2025,73,Micrograms/cubic meter (LC),1,100.0,2.7,,2.7,0,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-14,2025,73,Micrograms/cubic meter (LC),1,100.0,2.7,,2.7,0,15,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-14,2025,73,Micrograms/cubic meter (25 C),24,100.0,18.6875,,42.2,16,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-14,2025,73,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-15,2025,74,Micrograms/cubic meter (LC),24,100.0,2.716667,,5.0,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-15,2025,74,Micrograms/cubic meter (LC),1,100.0,2.7,,2.7,0,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-15,2025,74,Micrograms/cubic meter (LC),1,100.0,2.7,,2.7,0,15,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-15,2025,74,Micrograms/cubic meter (25 C),24,100.0,8.754167,,13.9,21,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-15,2025,74,Micrograms/cubic meter (25 C),1,100.0,8.0,,8.0,23,7,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-16,2025,75,Micrograms/cubic meter (LC),24,100.0,1.945833,,4.1,12,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-16,2025,75,Micrograms/cubic meter (LC),1,100.0,1.9,,1.9,0,11,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-16,2025,75,Micrograms/cubic meter (LC),1,100.0,1.9,,1.9,0,11,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-16,2025,75,Micrograms/cubic meter (25 C),24,100.0,13.5375,,71.4,12,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-16,2025,75,Micrograms/cubic meter (25 C),1,100.0,13.0,,13.0,23,12,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-17,2025,76,Micrograms/cubic meter (LC),24,100.0,3.258333,,5.4,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-17,2025,76,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-17,2025,76,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-17,2025,76,Micrograms/cubic meter (25 C),24,100.0,27.55,,84.0,11,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-17,2025,76,Micrograms/cubic meter (25 C),1,100.0,27.0,,27.0,23,25,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-18,2025,77,Micrograms/cubic meter (LC),24,100.0,3.004167,,6.3,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-18,2025,77,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-18,2025,77,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-18,2025,77,Micrograms/cubic meter (25 C),24,100.0,23.966667,,96.7,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-18,2025,77,Micrograms/cubic meter (25 C),1,100.0,23.0,,23.0,23,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-19,2025,78,Micrograms/cubic meter (LC),24,100.0,1.604167,,3.3,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-19,2025,78,Micrograms/cubic meter (LC),1,100.0,1.6,,1.6,0,9,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-19,2025,78,Micrograms/cubic meter (LC),1,100.0,1.6,,1.6,0,9,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-19,2025,78,Micrograms/cubic meter (25 C),24,100.0,7.3875,,23.8,19,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-19,2025,78,Micrograms/cubic meter (25 C),1,100.0,7.0,,7.0,23,6,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-20,2025,79,Micrograms/cubic meter (LC),24,100.0,4.925,,7.8,2,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-20,2025,79,Micrograms/cubic meter (LC),1,100.0,4.9,,4.9,0,27,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-20,2025,79,Micrograms/cubic meter (LC),1,100.0,4.9,,4.9,0,27,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-20,2025,79,Micrograms/cubic meter (25 C),24,100.0,20.9875,,64.1,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-20,2025,79,Micrograms/cubic meter (25 C),1,100.0,20.0,,20.0,23,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-21,2025,80,Micrograms/cubic meter (LC),24,100.0,2.479167,,3.5,17,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-21,2025,80,Micrograms/cubic meter (LC),1,100.0,2.4,,2.4,0,13,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-21,2025,80,Micrograms/cubic meter (LC),1,100.0,2.4,,2.4,0,13,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-21,2025,80,Micrograms/cubic meter (25 C),24,100.0,15.2625,,43.6,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-21,2025,80,Micrograms/cubic meter (25 C),1,100.0,15.0,,15.0,23,14,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-22,2025,81,Micrograms/cubic meter (LC),24,100.0,2.679167,,6.2,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-22,2025,81,Micrograms/cubic meter (LC),1,100.0,2.6,,2.6,0,14,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-22,2025,81,Micrograms/cubic meter (LC),1,100.0,2.6,,2.6,0,14,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-22,2025,81,Micrograms/cubic meter (25 C),24,100.0,19.466667,,107.6,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-22,2025,81,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-23,2025,82,Micrograms/cubic meter (LC),24,100.0,1.85,,3.4,17,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-23,2025,82,Micrograms/cubic meter (LC),1,100.0,1.8,,1.8,0,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-23,2025,82,Micrograms/cubic meter (LC),1,100.0,1.8,,1.8,0,10,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-23,2025,82,Micrograms/cubic meter (25 C),24,100.0,8.245833,,14.3,18,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-23,2025,82,Micrograms/cubic meter (25 C),1,100.0,8.0,,8.0,23,7,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-24,2025,83,Micrograms/cubic meter (LC),24,100.0,1.558333,,4.4,8,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-24,2025,83,Micrograms/cubic meter (LC),1,100.0,1.5,,1.5,0,8,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-24,2025,83,Micrograms/cubic meter (LC),1,100.0,1.5,,1.5,0,8,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-24,2025,83,Micrograms/cubic meter (25 C),24,100.0,13.3,,54.9,8,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-24,2025,83,Micrograms/cubic meter (25 C),1,100.0,13.0,,13.0,23,12,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-25,2025,84,Micrograms/cubic meter (LC),24,100.0,5.429167,,35.0,5,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-25,2025,84,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-25,2025,84,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-25,2025,84,Micrograms/cubic meter (25 C),24,100.0,23.0875,,60.1,5,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-25,2025,84,Micrograms/cubic meter (25 C),1,100.0,23.0,,23.0,23,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-26,2025,85,Micrograms/cubic meter (LC),22,92.0,4.863636,,7.9,22,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-26,2025,85,Micrograms/cubic meter (LC),1,100.0,4.8,,4.8,0,27,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-26,2025,85,Micrograms/cubic meter (LC),1,100.0,4.8,,4.8,0,27,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-26,2025,85,Micrograms/cubic meter (25 C),22,92.0,28.613636,,62.9,6,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-26,2025,85,Micrograms/cubic meter (25 C),1,100.0,28.0,,28.0,23,26,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-27,2025,86,Micrograms/cubic meter (LC),24,100.0,5.041667,,10.8,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-27,2025,86,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-27,2025,86,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-27,2025,86,Micrograms/cubic meter (25 C),24,100.0,29.425,,85.8,7,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-27,2025,86,Micrograms/cubic meter (25 C),1,100.0,29.0,,29.0,23,27,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-28,2025,87,Micrograms/cubic meter (LC),24,100.0,4.745833,,8.2,8,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-28,2025,87,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-28,2025,87,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-28,2025,87,Micrograms/cubic meter (25 C),24,100.0,25.091667,,80.4,10,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-28,2025,87,Micrograms/cubic meter (25 C),1,100.0,25.0,,25.0,23,23,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-29,2025,88,Micrograms/cubic meter (LC),24,100.0,3.679167,,7.2,15,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-29,2025,88,Micrograms/cubic meter (LC),1,100.0,3.6,,3.6,0,20,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-29,2025,88,Micrograms/cubic meter (LC),1,100.0,3.6,,3.6,0,20,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-29,2025,88,Micrograms/cubic meter (25 C),24,100.0,7.816667,,20.6,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-29,2025,88,Micrograms/cubic meter (25 C),1,100.0,7.0,,7.0,23,6,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-30,2025,89,Micrograms/cubic meter (LC),24,100.0,5.225,,7.3,23,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-30,2025,89,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-30,2025,89,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-30,2025,89,Micrograms/cubic meter (25 C),24,100.0,8.870833,,12.0,6,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-30,2025,89,Micrograms/cubic meter (25 C),1,100.0,8.0,,8.0,23,7,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-03-31,2025,90,Micrograms/cubic meter (LC),24,100.0,8.420833,,15.0,16,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-31,2025,90,Micrograms/cubic meter (LC),1,100.0,8.4,,8.4,0,47,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-03-31,2025,90,Micrograms/cubic meter (LC),1,100.0,8.4,,8.4,0,47,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-03-31,2025,90,Micrograms/cubic meter (25 C),24,100.0,18.083333,,41.1,17,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-03-31,2025,90,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-01,2025,91,Micrograms/cubic meter (LC),24,100.0,4.025,,8.3,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-01,2025,91,Micrograms/cubic meter (LC),1,100.0,4.0,,4.0,0,22,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-01,2025,91,Micrograms/cubic meter (LC),1,100.0,4.0,,4.0,0,22,Y,AQS Data Mart
