Parameter Code,POC,Parameter Name,Duration Description,Date (Local),Year,Day In Year (Local),Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,Nonreg First Maximum Value,First Maximum Value,First Maximum Hour,AQI,Daily Criteria Indicator,Data Source
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-01,2025,91,Micrograms/cubic meter (25 C),1,100.0,12.0,,12.0,23,11,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-01,2025,91,Micrograms/cubic meter (25 C),24,100.0,12.333333,,25.9,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-02,2025,92,Micrograms/cubic meter (LC),23,96.0,3.247826,,8.8,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-02,2025,92,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-02,2025,92,Micrograms/cubic meter (LC),1,100.0,3.2,,3.2,0,18,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-02,2025,92,Micrograms/cubic meter (25 C),23,96.0,10.552174,,20.9,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-02,2025,92,Micrograms/cubic meter (25 C),1,100.0,10.0,,10.0,23,9,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-03,2025,93,Micrograms/cubic meter (LC),24,100.0,3.508333,,6.3,4,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-03,2025,93,Micrograms/cubic meter (LC),1,100.0,3.5,,3.5,0,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-03,2025,93,Micrograms/cubic meter (LC),1,100.0,3.5,,3.5,0,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-03,2025,93,Micrograms/cubic meter (25 C),1,100.0,8.0,,8.0,23,7,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-03,2025,93,Micrograms/cubic meter (25 C),24,100.0,8.754167,,18.5,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-04,2025,94,Micrograms/cubic meter (LC),24,100.0,4.366667,,6.2,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-04,2025,94,Micrograms/cubic meter (LC),1,100.0,4.3,,4.3,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-04,2025,94,Micrograms/cubic meter (LC),1,100.0,4.3,,4.3,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-04,2025,94,Micrograms/cubic meter (25 C),1,100.0,7.0,,7.0,23,6,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-04,2025,94,Micrograms/cubic meter (25 C),24,100.0,7.4875,,12.2,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-05,2025,95,Micrograms/cubic meter (LC),24,100.0,6.520833,,8.4,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-05,2025,95,Micrograms/cubic meter (LC),1,100.0,6.5,,6.5,0,36,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-05,2025,95,Micrograms/cubic meter (LC),1,100.0,6.5,,6.5,0,36,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-05,2025,95,Micrograms/cubic meter (25 C),24,100.0,11.65,,20.6,22,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-05,2025,95,Micrograms/cubic meter (25 C),1,100.0,11.0,,11.0,23,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-06,2025,96,Micrograms/cubic meter (LC),24,100.0,5.041667,,7.4,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-06,2025,96,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-06,2025,96,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-06,2025,96,Micrograms/cubic meter (25 C),24,100.0,16.595833,,28.9,21,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-06,2025,96,Micrograms/cubic meter (25 C),1,100.0,16.0,,16.0,23,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-07,2025,97,Micrograms/cubic meter (LC),22,92.0,6.731818,,8.6,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-07,2025,97,Micrograms/cubic meter (LC),1,100.0,6.7,,6.7,0,37,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-07,2025,97,Micrograms/cubic meter (LC),1,100.0,6.7,,6.7,0,37,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-07,2025,97,Micrograms/cubic meter (25 C),1,100.0,30.0,,30.0,23,28,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-07,2025,97,Micrograms/cubic meter (25 C),22,92.0,30.977273,,51.0,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-08,2025,98,Micrograms/cubic meter (LC),24,100.0,5.266667,,6.3,1,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-08,2025,98,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-08,2025,98,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-08,2025,98,Micrograms/cubic meter (25 C),1,100.0,29.0,,29.0,23,27,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-08,2025,98,Micrograms/cubic meter (25 C),24,100.0,29.5375,,59.6,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-09,2025,99,Micrograms/cubic meter (LC),24,100.0,10.9125,,15.5,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-09,2025,99,Micrograms/cubic meter (LC),1,100.0,10.9,,10.9,0,54,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-09,2025,99,Micrograms/cubic meter (LC),1,100.0,10.9,,10.9,0,54,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-09,2025,99,Micrograms/cubic meter (25 C),24,100.0,52.558333,,107.2,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-09,2025,99,Micrograms/cubic meter (25 C),1,100.0,52.0,,52.0,23,48,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-10,2025,100,Micrograms/cubic meter (LC),24,100.0,8.691667,,10.6,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-10,2025,100,Micrograms/cubic meter (LC),1,100.0,8.6,,8.6,0,48,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-10,2025,100,Micrograms/cubic meter (LC),1,100.0,8.6,,8.6,0,48,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-10,2025,100,Micrograms/cubic meter (25 C),24,100.0,38.995833,,58.4,7,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-10,2025,100,Micrograms/cubic meter (25 C),1,100.0,38.0,,38.0,23,35,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-11,2025,101,Micrograms/cubic meter (LC),24,100.0,8.3125,,11.8,9,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-11,2025,101,Micrograms/cubic meter (LC),1,100.0,8.3,,8.3,0,46,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-11,2025,101,Micrograms/cubic meter (LC),1,100.0,8.3,,8.3,0,46,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-11,2025,101,Micrograms/cubic meter (25 C),24,100.0,34.858333,,57.2,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-11,2025,101,Micrograms/cubic meter (25 C),1,100.0,34.0,,34.0,23,31,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-12,2025,102,Micrograms/cubic meter (LC),24,100.0,6.4125,,11.6,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-12,2025,102,Micrograms/cubic meter (LC),1,100.0,6.4,,6.4,0,36,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-12,2025,102,Micrograms/cubic meter (LC),1,100.0,6.4,,6.4,0,36,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-12,2025,102,Micrograms/cubic meter (25 C),24,100.0,31.925,,75.2,7,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-12,2025,102,Micrograms/cubic meter (25 C),1,100.0,31.0,,31.0,23,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-13,2025,103,Micrograms/cubic meter (LC),24,100.0,4.304167,,5.4,5,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-13,2025,103,Micrograms/cubic meter (LC),1,100.0,4.3,,4.3,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-13,2025,103,Micrograms/cubic meter (LC),1,100.0,4.3,,4.3,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-13,2025,103,Micrograms/cubic meter (25 C),24,100.0,21.475,,56.0,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-13,2025,103,Micrograms/cubic meter (25 C),1,100.0,21.0,,21.0,23,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-14,2025,104,Micrograms/cubic meter (LC),24,100.0,6.1625,,10.7,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-14,2025,104,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-14,2025,104,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-14,2025,104,Micrograms/cubic meter (25 C),24,100.0,16.966667,,25.3,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-14,2025,104,Micrograms/cubic meter (25 C),1,100.0,16.0,,16.0,23,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-15,2025,105,Micrograms/cubic meter (LC),24,100.0,7.495833,,11.6,15,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-15,2025,105,Micrograms/cubic meter (LC),1,100.0,7.4,,7.4,0,41,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-15,2025,105,Micrograms/cubic meter (LC),1,100.0,7.4,,7.4,0,41,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-15,2025,105,Micrograms/cubic meter (25 C),24,100.0,30.7625,,52.7,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-15,2025,105,Micrograms/cubic meter (25 C),1,100.0,30.0,,30.0,23,28,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-16,2025,106,Micrograms/cubic meter (LC),22,92.0,5.022727,,11.1,8,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-16,2025,106,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-16,2025,106,Micrograms/cubic meter (LC),1,100.0,5.0,,5.0,0,28,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-16,2025,106,Micrograms/cubic meter (25 C),22,92.0,28.681818,,139.3,16,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-16,2025,106,Micrograms/cubic meter (25 C),1,100.0,28.0,,28.0,23,26,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-17,2025,107,Micrograms/cubic meter (LC),24,100.0,3.608333,,6.3,17,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-17,2025,107,Micrograms/cubic meter (LC),1,100.0,3.6,,3.6,0,20,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-17,2025,107,Micrograms/cubic meter (LC),1,100.0,3.6,,3.6,0,20,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-17,2025,107,Micrograms/cubic meter (25 C),24,100.0,19.370833,,50.9,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-17,2025,107,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-18,2025,108,Micrograms/cubic meter (LC),24,100.0,4.170833,,6.5,18,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-18,2025,108,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-18,2025,108,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-18,2025,108,Micrograms/cubic meter (25 C),24,100.0,6.608333,,9.7,18,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-18,2025,108,Micrograms/cubic meter (25 C),1,100.0,6.0,,6.0,23,6,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-19,2025,109,Micrograms/cubic meter (LC),24,100.0,7.383333,,11.4,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-19,2025,109,Micrograms/cubic meter (LC),1,100.0,7.3,,7.3,0,41,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-19,2025,109,Micrograms/cubic meter (LC),1,100.0,7.3,,7.3,0,41,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-19,2025,109,Micrograms/cubic meter (25 C),24,100.0,11.758333,,19.8,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-19,2025,109,Micrograms/cubic meter (25 C),1,100.0,11.0,,11.0,23,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-20,2025,110,Micrograms/cubic meter (LC),24,100.0,5.4,,10.5,0,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-20,2025,110,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-20,2025,110,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-20,2025,110,Micrograms/cubic meter (25 C),24,100.0,11.391667,,17.8,0,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-20,2025,110,Micrograms/cubic meter (25 C),1,100.0,11.0,,11.0,23,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-21,2025,111,Micrograms/cubic meter (LC),24,100.0,3.433333,,3.9,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-21,2025,111,Micrograms/cubic meter (LC),1,100.0,3.4,,3.4,0,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-21,2025,111,Micrograms/cubic meter (LC),1,100.0,3.4,,3.4,0,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-21,2025,111,Micrograms/cubic meter (25 C),24,100.0,18.55,,49.4,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-21,2025,111,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-22,2025,112,Micrograms/cubic meter (LC),24,100.0,4.75,,6.8,7,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-22,2025,112,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-22,2025,112,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-22,2025,112,Micrograms/cubic meter (25 C),24,100.0,23.741667,,34.9,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-22,2025,112,Micrograms/cubic meter (25 C),1,100.0,23.0,,23.0,23,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-23,2025,113,Micrograms/cubic meter (LC),24,100.0,9.35,,19.3,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-23,2025,113,Micrograms/cubic meter (LC),1,100.0,9.3,,9.3,0,51,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-23,2025,113,Micrograms/cubic meter (LC),1,100.0,9.3,,9.3,0,51,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-23,2025,113,Micrograms/cubic meter (25 C),24,100.0,32.266667,,68.5,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-23,2025,113,Micrograms/cubic meter (25 C),1,100.0,32.0,,32.0,23,30,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-24,2025,114,Micrograms/cubic meter (LC),22,92.0,11.75,,20.2,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-24,2025,114,Micrograms/cubic meter (LC),1,100.0,11.7,,11.7,0,56,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-24,2025,114,Micrograms/cubic meter (LC),1,100.0,11.7,,11.7,0,56,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-24,2025,114,Micrograms/cubic meter (25 C),22,92.0,38.554545,,65.3,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-24,2025,114,Micrograms/cubic meter (25 C),1,100.0,38.0,,38.0,23,35,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-25,2025,115,Micrograms/cubic meter (LC),24,100.0,2.479167,,3.9,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-25,2025,115,Micrograms/cubic meter (LC),1,100.0,2.4,,2.4,0,13,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-25,2025,115,Micrograms/cubic meter (LC),1,100.0,2.4,,2.4,0,13,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-25,2025,115,Micrograms/cubic meter (25 C),24,100.0,4.408333,,7.6,12,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-25,2025,115,Micrograms/cubic meter (25 C),1,100.0,4.0,,4.0,23,4,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-26,2025,116,Micrograms/cubic meter (LC),24,100.0,6.870833,,11.8,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-26,2025,116,Micrograms/cubic meter (LC),1,100.0,6.8,,6.8,0,38,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-26,2025,116,Micrograms/cubic meter (LC),1,100.0,6.8,,6.8,0,38,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-26,2025,116,Micrograms/cubic meter (25 C),24,100.0,15.691667,,27.2,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-26,2025,116,Micrograms/cubic meter (25 C),1,100.0,15.0,,15.0,23,14,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-27,2025,117,Micrograms/cubic meter (LC),24,100.0,7.3375,,12.6,8,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-27,2025,117,Micrograms/cubic meter (LC),1,100.0,7.3,,7.3,0,41,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-27,2025,117,Micrograms/cubic meter (LC),1,100.0,7.3,,7.3,0,41,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-27,2025,117,Micrograms/cubic meter (25 C),24,100.0,23.3625,,62.1,17,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-27,2025,117,Micrograms/cubic meter (25 C),1,100.0,23.0,,23.0,23,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-28,2025,118,Micrograms/cubic meter (LC),24,100.0,2.5625,,4.4,0,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-28,2025,118,Micrograms/cubic meter (LC),1,100.0,2.5,,2.5,0,14,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-28,2025,118,Micrograms/cubic meter (LC),1,100.0,2.5,,2.5,0,14,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-28,2025,118,Micrograms/cubic meter (25 C),24,100.0,19.233333,,82.4,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-28,2025,118,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-29,2025,119,Micrograms/cubic meter (LC),24,100.0,4.154167,,6.9,19,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-29,2025,119,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-29,2025,119,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-29,2025,119,Micrograms/cubic meter (25 C),24,100.0,17.729167,,73.5,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-29,2025,119,Micrograms/cubic meter (25 C),1,100.0,17.0,,17.0,23,16,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-04-30,2025,120,Micrograms/cubic meter (LC),24,100.0,3.4875,,5.7,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-30,2025,120,Micrograms/cubic meter (LC),1,100.0,3.4,,3.4,0,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-04-30,2025,120,Micrograms/cubic meter (LC),1,100.0,3.4,,3.4,0,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-04-30,2025,120,Micrograms/cubic meter (25 C),24,100.0,17.345833,,48.2,6,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-04-30,2025,120,Micrograms/cubic meter (25 C),1,100.0,17.0,,17.0,23,16,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-01,2025,121,Micrograms/cubic meter (LC),24,100.0,3.016667,,4.4,2,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-01,2025,121,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-01,2025,121,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-01,2025,121,Micrograms/cubic meter (25 C),24,100.0,7.045833,,9.3,12,.,Y,AQS Data Mart
