Parameter Code,POC,Parameter Name,Duration Description,Date (Local),Year,Day In Year (Local),Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,Nonreg First Maximum Value,First Maximum Value,First Maximum Hour,AQI,Daily Criteria Indicator,Data Source
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-01,2025,121,Micrograms/cubic meter (25 C),1,100.0,7.0,,7.0,23,6,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-02,2025,122,Micrograms/cubic meter (LC),24,100.0,4.4625,,6.8,22,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-02,2025,122,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-02,2025,122,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-02,2025,122,Micrograms/cubic meter (25 C),24,100.0,14.025,,26.6,6,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-02,2025,122,Micrograms/cubic meter (25 C),1,100.0,14.0,,14.0,23,13,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-03,2025,123,Micrograms/cubic meter (LC),24,100.0,4.891667,,7.1,23,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-03,2025,123,Micrograms/cubic meter (LC),1,100.0,4.8,,4.8,0,27,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-03,2025,123,Micrograms/cubic meter (LC),1,100.0,4.8,,4.8,0,27,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-03,2025,123,Micrograms/cubic meter (25 C),24,100.0,17.666667,,28.8,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-03,2025,123,Micrograms/cubic meter (25 C),1,100.0,17.0,,17.0,23,16,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-04,2025,124,Micrograms/cubic meter (LC),24,100.0,5.4375,,12.1,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-04,2025,124,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-04,2025,124,Micrograms/cubic meter (LC),1,100.0,5.4,,5.4,0,30,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-04,2025,124,Micrograms/cubic meter (25 C),24,100.0,19.854167,,34.6,11,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-04,2025,124,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-05,2025,125,Micrograms/cubic meter (LC),24,100.0,4.4375,,8.3,1,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-05,2025,125,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-05,2025,125,Micrograms/cubic meter (LC),1,100.0,4.4,,4.4,0,24,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-05,2025,125,Micrograms/cubic meter (25 C),24,100.0,18.1375,,61.3,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-05,2025,125,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-06,2025,126,Micrograms/cubic meter (LC),24,100.0,5.304167,,7.5,9,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-06,2025,126,Micrograms/cubic meter (LC),1,100.0,5.3,,5.3,0,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-06,2025,126,Micrograms/cubic meter (LC),1,100.0,5.3,,5.3,0,29,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-06,2025,126,Micrograms/cubic meter (25 C),24,100.0,10.3375,,16.4,7,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-06,2025,126,Micrograms/cubic meter (25 C),1,100.0,10.0,,10.0,23,9,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-07,2025,127,Micrograms/cubic meter (LC),24,100.0,4.95,,7.9,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-07,2025,127,Micrograms/cubic meter (LC),1,100.0,4.9,,4.9,0,27,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-07,2025,127,Micrograms/cubic meter (LC),1,100.0,4.9,,4.9,0,27,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-07,2025,127,Micrograms/cubic meter (25 C),24,100.0,10.416667,,15.2,21,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-07,2025,127,Micrograms/cubic meter (25 C),1,100.0,10.0,,10.0,23,9,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-08,2025,128,Micrograms/cubic meter (LC),24,100.0,6.4125,,8.6,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-08,2025,128,Micrograms/cubic meter (LC),1,100.0,6.4,,6.4,0,36,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-08,2025,128,Micrograms/cubic meter (LC),1,100.0,6.4,,6.4,0,36,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-08,2025,128,Micrograms/cubic meter (25 C),24,100.0,16.0875,,25.0,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-08,2025,128,Micrograms/cubic meter (25 C),1,100.0,16.0,,16.0,23,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-09,2025,129,Micrograms/cubic meter (LC),22,92.0,6.018182,,9.4,10,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-09,2025,129,Micrograms/cubic meter (LC),1,100.0,6.0,,6.0,0,33,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-09,2025,129,Micrograms/cubic meter (LC),1,100.0,6.0,,6.0,0,33,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-09,2025,129,Micrograms/cubic meter (25 C),22,92.0,16.831818,,27.2,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-09,2025,129,Micrograms/cubic meter (25 C),1,100.0,16.0,,16.0,23,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-10,2025,130,Micrograms/cubic meter (LC),24,100.0,6.191667,,9.5,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-10,2025,130,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-10,2025,130,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-10,2025,130,Micrograms/cubic meter (25 C),24,100.0,18.5375,,29.4,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-10,2025,130,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-11,2025,131,Micrograms/cubic meter (LC),24,100.0,5.604167,,7.7,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-11,2025,131,Micrograms/cubic meter (LC),1,100.0,5.6,,5.6,0,31,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-11,2025,131,Micrograms/cubic meter (LC),1,100.0,5.6,,5.6,0,31,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-11,2025,131,Micrograms/cubic meter (25 C),24,100.0,18.070833,,25.0,11,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-11,2025,131,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-12,2025,132,Micrograms/cubic meter (LC),24,100.0,6.120833,,8.2,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-12,2025,132,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-12,2025,132,Micrograms/cubic meter (LC),1,100.0,6.1,,6.1,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-12,2025,132,Micrograms/cubic meter (25 C),24,100.0,26.316667,,41.4,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-12,2025,132,Micrograms/cubic meter (25 C),1,100.0,26.0,,26.0,23,24,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-13,2025,133,Micrograms/cubic meter (LC),24,100.0,6.708333,,10.2,23,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-13,2025,133,Micrograms/cubic meter (LC),1,100.0,6.7,,6.7,0,37,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-13,2025,133,Micrograms/cubic meter (LC),1,100.0,6.7,,6.7,0,37,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-13,2025,133,Micrograms/cubic meter (25 C),24,100.0,40.229167,,81.7,23,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-13,2025,133,Micrograms/cubic meter (25 C),1,100.0,40.0,,40.0,23,37,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-14,2025,134,Micrograms/cubic meter (LC),24,100.0,6.508333,,28.9,14,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-14,2025,134,Micrograms/cubic meter (LC),1,100.0,6.5,,6.5,0,36,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-14,2025,134,Micrograms/cubic meter (LC),1,100.0,6.5,,6.5,0,36,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-14,2025,134,Micrograms/cubic meter (25 C),24,100.0,63.2625,,645.6,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-14,2025,134,Micrograms/cubic meter (25 C),1,100.0,63.0,,63.0,23,55,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-15,2025,135,Micrograms/cubic meter (LC),23,96.0,1.878261,,3.1,0,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-15,2025,135,Micrograms/cubic meter (LC),1,100.0,1.8,,1.8,0,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-15,2025,135,Micrograms/cubic meter (LC),1,100.0,1.8,,1.8,0,10,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-15,2025,135,Micrograms/cubic meter (25 C),23,96.0,11.93913,,31.8,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-15,2025,135,Micrograms/cubic meter (25 C),1,100.0,11.0,,11.0,23,10,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-16,2025,136,Micrograms/cubic meter (LC),24,100.0,3.0,,4.5,17,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-16,2025,136,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-16,2025,136,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-16,2025,136,Micrograms/cubic meter (25 C),24,100.0,13.525,,24.5,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-16,2025,136,Micrograms/cubic meter (25 C),1,100.0,13.0,,13.0,23,12,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-17,2025,137,Micrograms/cubic meter (LC),24,100.0,4.725,,7.4,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-17,2025,137,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-17,2025,137,Micrograms/cubic meter (LC),1,100.0,4.7,,4.7,0,26,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-17,2025,137,Micrograms/cubic meter (25 C),24,100.0,19.3125,,29.8,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-17,2025,137,Micrograms/cubic meter (25 C),1,100.0,19.0,,19.0,23,18,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-18,2025,138,Micrograms/cubic meter (LC),24,100.0,7.191667,,14.6,11,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-18,2025,138,Micrograms/cubic meter (LC),1,100.0,7.1,,7.1,0,39,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-18,2025,138,Micrograms/cubic meter (LC),1,100.0,7.1,,7.1,0,39,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-18,2025,138,Micrograms/cubic meter (25 C),24,100.0,25.925,,56.8,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-18,2025,138,Micrograms/cubic meter (25 C),1,100.0,25.0,,25.0,23,23,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-19,2025,139,Micrograms/cubic meter (LC),24,100.0,3.0125,,4.2,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-19,2025,139,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-19,2025,139,Micrograms/cubic meter (LC),1,100.0,3.0,,3.0,0,17,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-19,2025,139,Micrograms/cubic meter (25 C),24,100.0,16.091667,,59.8,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-19,2025,139,Micrograms/cubic meter (25 C),1,100.0,16.0,,16.0,23,15,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-20,2025,140,Micrograms/cubic meter (LC),24,100.0,3.554167,,8.2,14,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-20,2025,140,Micrograms/cubic meter (LC),1,100.0,3.5,,3.5,0,19,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-20,2025,140,Micrograms/cubic meter (LC),1,100.0,3.5,,3.5,0,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-20,2025,140,Micrograms/cubic meter (25 C),24,100.0,36.641667,,186.2,14,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-20,2025,140,Micrograms/cubic meter (25 C),1,100.0,36.0,,36.0,23,33,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-21,2025,141,Micrograms/cubic meter (LC),24,100.0,4.029167,,7.4,16,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-21,2025,141,Micrograms/cubic meter (LC),1,100.0,4.0,,4.0,0,22,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-21,2025,141,Micrograms/cubic meter (LC),1,100.0,4.0,,4.0,0,22,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-21,2025,141,Micrograms/cubic meter (25 C),24,100.0,34.2875,,129.6,16,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-21,2025,141,Micrograms/cubic meter (25 C),1,100.0,34.0,,34.0,23,31,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-22,2025,142,Micrograms/cubic meter (LC),24,100.0,5.733333,,8.5,12,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-22,2025,142,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-22,2025,142,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-22,2025,142,Micrograms/cubic meter (25 C),24,100.0,37.041667,,74.3,15,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-22,2025,142,Micrograms/cubic meter (25 C),1,100.0,37.0,,37.0,23,34,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-23,2025,143,Micrograms/cubic meter (LC),24,100.0,8.266667,,12.3,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-23,2025,143,Micrograms/cubic meter (LC),1,100.0,8.2,,8.2,0,46,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-23,2025,143,Micrograms/cubic meter (LC),1,100.0,8.2,,8.2,0,46,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-23,2025,143,Micrograms/cubic meter (25 C),24,100.0,40.270833,,62.1,18,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-23,2025,143,Micrograms/cubic meter (25 C),1,100.0,40.0,,40.0,23,37,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-24,2025,144,Micrograms/cubic meter (LC),24,100.0,10.425,,18.6,5,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-24,2025,144,Micrograms/cubic meter (LC),1,100.0,10.4,,10.4,0,53,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-24,2025,144,Micrograms/cubic meter (LC),1,100.0,10.4,,10.4,0,53,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-24,2025,144,Micrograms/cubic meter (25 C),24,100.0,24.0875,,49.9,5,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-24,2025,144,Micrograms/cubic meter (25 C),1,100.0,24.0,,24.0,23,22,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-25,2025,145,Micrograms/cubic meter (LC),24,100.0,3.983333,,7.1,21,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-25,2025,145,Micrograms/cubic meter (LC),1,100.0,3.9,,3.9,0,22,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-25,2025,145,Micrograms/cubic meter (LC),1,100.0,3.9,,3.9,0,22,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-25,2025,145,Micrograms/cubic meter (25 C),24,100.0,7.470833,,15.2,21,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-25,2025,145,Micrograms/cubic meter (25 C),1,100.0,7.0,,7.0,23,6,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-26,2025,146,Micrograms/cubic meter (LC),24,100.0,3.825,,6.3,4,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-26,2025,146,Micrograms/cubic meter (LC),1,100.0,3.8,,3.8,0,21,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-26,2025,146,Micrograms/cubic meter (LC),1,100.0,3.8,,3.8,0,21,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-26,2025,146,Micrograms/cubic meter (25 C),24,100.0,8.916667,,12.8,23,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-26,2025,146,Micrograms/cubic meter (25 C),1,100.0,8.0,,8.0,23,7,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-27,2025,147,Micrograms/cubic meter (LC),24,100.0,9.2125,,15.3,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-27,2025,147,Micrograms/cubic meter (LC),1,100.0,9.2,,9.2,0,51,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-27,2025,147,Micrograms/cubic meter (LC),1,100.0,9.2,,9.2,0,51,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-27,2025,147,Micrograms/cubic meter (25 C),24,100.0,18.4875,,32.4,9,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-27,2025,147,Micrograms/cubic meter (25 C),1,100.0,18.0,,18.0,23,17,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-28,2025,148,Micrograms/cubic meter (LC),24,100.0,5.220833,,10.3,13,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-28,2025,148,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-28,2025,148,Micrograms/cubic meter (LC),1,100.0,5.2,,5.2,0,29,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-28,2025,148,Micrograms/cubic meter (25 C),24,100.0,12.145833,,22.4,13,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-28,2025,148,Micrograms/cubic meter (25 C),1,100.0,12.0,,12.0,23,11,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-29,2025,149,Micrograms/cubic meter (LC),22,92.0,4.1,,6.6,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-29,2025,149,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-29,2025,149,Micrograms/cubic meter (LC),1,100.0,4.1,,4.1,0,23,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-29,2025,149,Micrograms/cubic meter (25 C),22,92.0,10.159091,,21.2,20,.,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-29,2025,149,Micrograms/cubic meter (25 C),1,100.0,10.0,,10.0,23,9,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-30,2025,150,Micrograms/cubic meter (LC),24,100.0,5.758333,,6.7,1,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-30,2025,150,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-30,2025,150,Micrograms/cubic meter (LC),1,100.0,5.7,,5.7,0,32,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-30,2025,150,Micrograms/cubic meter (25 C),1,100.0,20.0,,20.0,23,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-30,2025,150,Micrograms/cubic meter (25 C),24,100.0,20.8,,45.6,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,1 HOUR,2025-05-31,2025,151,Micrograms/cubic meter (LC),24,100.0,6.204167,,10.0,20,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-31,2025,151,Micrograms/cubic meter (LC),1,100.0,6.2,,6.2,0,34,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,24-HR BLK AVG,2025-05-31,2025,151,Micrograms/cubic meter (25 C),1,100.0,21.0,,21.0,23,19,Y,AQS Data Mart
81102,4,PM10 Total 0-10um STP,1 HOUR,2025-05-31,2025,151,Micrograms/cubic meter (25 C),24,100.0,21.204167,,41.8,6,.,Y,AQS Data Mart
88101,4,PM2.5 - Local Conditions,24-HR BLK AVG,2025-05-31,2025,151,Micrograms/cubic meter (LC),1,100.0,6.2,,6.2,0,34,Y,AQS Data Mart
